ensembl,gene_name,naive,4h,12h,24h
ENSMUSG00000094337,Gm3286,0,0,0.009889996,0
ENSMUSG00000094338,H2bc13,10.71712195,6.073122039,12.28446641,290.0262148
ENSMUSG00000094344,Gm11942,0.10459806,0.276723181,0.083645754,0.091324749
ENSMUSG00000094345,Igkv14-126,1.461658556,3.335793971,1.76515004,0.96023334
ENSMUSG00000094347,Olfr784,4.123248072,4.97325368,4.496001289,3.457240846
ENSMUSG00000094349,Gm8082,0,0,0,0
ENSMUSG00000094350,Gm10931,0,0,0,0
ENSMUSG00000094353,Olfr150,0,0,0,0
ENSMUSG00000094354,Gm21882,0,0,0,0
ENSMUSG00000094356,Igkv8-28,2.864457303,3.177775976,1.057013724,0.243606788
ENSMUSG00000094358,Gm14370,0,0,0,0
ENSMUSG00000094360,Gm14307,0,5.81E-09,0,7.06E-09
ENSMUSG00000094362,Defa33,0,0,0,0
ENSMUSG00000094370,Gm3373,0.010858015,0,0.005180023,0.006285702
ENSMUSG00000094371,Gm7905,0,0,0,0
ENSMUSG00000094372,Gm21839,0,0,0,0
ENSMUSG00000094374,Gm5435,0,0,0,0
ENSMUSG00000094378,Gm15097,0,0,0,0
ENSMUSG00000094379,Vmn1r202,0.323688126,0.483251344,0.218598506,0.239859477
ENSMUSG00000094380,Olfr904,0.419174714,0.514982025,0.275931267,0.341549596
ENSMUSG00000094383,AC123873.1,0,0,0,0
ENSMUSG00000094385,Vmn1r123,0,0,0,0
ENSMUSG00000094388,Gm8783,2.324184868,6.913064464,3.711160355,3.246334732
ENSMUSG00000094391,Btbd35f29,0,0,0,0
ENSMUSG00000094392,Gm3788,0,0,0,0
ENSMUSG00000094396,Vmn2r124,1.014480646,0.614587384,0.338296611,0.41504528
ENSMUSG00000094399,Gm21477,0,0,0,0
ENSMUSG00000094401,Gm14365,0,0,0,0
ENSMUSG00000094404,Gm21776,0,0,0,0
ENSMUSG00000094409,Vmn2r-ps23,0,0,0,0
ENSMUSG00000094410,Gm38394,14.14695476,16.09544602,12.8117622,15.54810179
ENSMUSG00000094412,Obox4-ps16,0,0,0,0
ENSMUSG00000094413,Trav15n-1,10.26131356,2.726157928,2.77430271,2.378277289
ENSMUSG00000094416,Obox4-ps11,0,0,0.023527075,0
ENSMUSG00000094417,Gm13243,0,0.189041035,0,0.037211858
ENSMUSG00000094420,Igkv10-96,18.63357307,8.217496956,5.354695954,4.304433897
ENSMUSG00000094421,Gm20778,0.052301701,0.254684276,0.083815942,0.020367016
ENSMUSG00000094422,Olfr205,0,0,0,0
ENSMUSG00000094423,Gm7950,0,0,0,0
ENSMUSG00000094424,Gm7386,0,0,0,0
ENSMUSG00000094426,Olfr478,0.090143158,0.088009921,0.037477697,0.070045976
ENSMUSG00000094427,Gm15143,0,0,0,0
ENSMUSG00000094429,Gm19965,0,0,0,0
ENSMUSG00000094430,Smbd1,0,0,0,0
ENSMUSG00000094433,Igkv5-43,2.594696393,2.320345387,1.68688052,1.514299418
ENSMUSG00000094436,Gm16327,0,0.120452975,0,0.978159227
ENSMUSG00000094437,Gm9830,31.09381354,41.21117053,56.23849047,46.68527434
ENSMUSG00000094439,Gm21969,0.13239277,0.116241994,0.056256763,0.066417974
ENSMUSG00000094441,Zfp955a,11.13429535,10.59779922,10.95430854,11.09012843
ENSMUSG00000094443,Sgo2b,0.003804713,0,0.00350109,0.007683521
ENSMUSG00000094445,1700015G11Rik,0,0,0,0
ENSMUSG00000094446,Gm6344,0.111891141,0.133662068,0,0.1655555
ENSMUSG00000094447,9430069I07Rik,0.201879561,0.036829362,0.101900844,0.095865754
ENSMUSG00000094449,Olfr972,0,0,0,0
ENSMUSG00000094460,Gm21560,0.014779072,0.015849054,0,0
ENSMUSG00000094461,Olfr883,0,0,0,0
ENSMUSG00000094462,Gm21028,0,0,0,0
ENSMUSG00000094463,Gm8546,0.019326842,0.029377516,0.019652476,0
ENSMUSG00000094464,Olfr339,0.069818806,0.041604787,0.056936303,0.03252125
ENSMUSG00000094468,Trav6-4,5.025316064,3.952056757,2.953504329,2.121839274
ENSMUSG00000094472,Gm21897,13.00300059,14.01883857,9.353735873,9.416381546
ENSMUSG00000094474,AC123873.2,0,0,0,0
ENSMUSG00000094475,Gm11007,0,0,0,0
ENSMUSG00000094478,Igkv3-3,0,0,0,0.086494688
ENSMUSG00000094482,Vmn2r-ps8,0,0,0,0
ENSMUSG00000094483,Purb,26.69565339,68.59498736,40.32646894,44.20689134
ENSMUSG00000094484,Gm21244,2.043756173,2.397011813,1.340533681,1.41925511
ENSMUSG00000094485,Gm11322,0,0,0,0
ENSMUSG00000094487,Gm21958,2.304398118,3.39889517,2.070258321,1.667671671
ENSMUSG00000094488,Olfr393,0.1994003,0.152966969,0.119303849,0.17411178
ENSMUSG00000094491,Igkv1-133,0,0.077206266,0.314310347,0
ENSMUSG00000094493,Olfr700,0,0,0,0
ENSMUSG00000094496,Olfr792,0,0,0,0
ENSMUSG00000094497,Gm8210,0.3558059,0.318321169,0.348013927,0.40209388
ENSMUSG00000094498,Gm10582,0,0,0,0.016591111
ENSMUSG00000094499,Vmn2r-ps104,0.407812862,0.345983713,0.227244429,0.261262593
ENSMUSG00000094500,Smim18,0.699356154,1.702315372,0.887622487,1.229118953
ENSMUSG00000094501,Vmn1r-ps73,0,0,0,0
ENSMUSG00000094502,Ighv1-69,0.885780268,0.528164594,0,0.232852492
ENSMUSG00000094504,Gm5294,0,0,0,0
ENSMUSG00000094505,Ighv8-6,0.835475037,0.589430189,1.44424641,1.701329594
ENSMUSG00000094507,Gm21913,0,0,0,0
ENSMUSG00000094509,Ighv14-1,1.526574121,0.480401302,0.277979455,0.090804815
ENSMUSG00000094511,Gm21693,0,0,0,0
ENSMUSG00000094514,AC133103.3,0,0,0,0
ENSMUSG00000094520,Olfr635,1.282211495,1.167490035,0.821289649,0.799178251
ENSMUSG00000094525,Trbv12-2,152.4043725,102.9074481,133.12709,114.8595748
ENSMUSG00000094526,Gm21451,0.028964997,0.067072207,0.026673554,0.053560074
ENSMUSG00000094529,Gm21744,0,0,0,0
ENSMUSG00000094530,Gm21399,0.038460098,0.034877404,0.062976716,0.069055204
ENSMUSG00000094531,Olfr671,0.226231735,0.160989789,0.097936011,0.145019519
ENSMUSG00000094532,Vmn1r259,0,0,0,0
ENSMUSG00000094533,Ighv11-1,0,0,0,0
ENSMUSG00000094534,Gm20945,0,0,0,0
ENSMUSG00000094535,Olfr850,0,0,0,0
ENSMUSG00000094539,Olfr191,0,0,0,0
ENSMUSG00000094542,Vmn1r149,0,0,0,0
ENSMUSG00000094543,Gm8212,0,0,0,0
ENSMUSG00000094545,Vmn1r101,0,0,0,0
ENSMUSG00000094546,Ighv1-26,10.21874757,6.293957299,5.812802982,3.16322523
ENSMUSG00000094552,Ighd3-2,0,0,0,0
ENSMUSG00000094553,Vmn1r50,0.698598539,0.545598506,0.306523297,0.360504649
ENSMUSG00000094555,Obox4-ps6,0,0,0,0
ENSMUSG00000094556,Gm20821,0,0,0,0
ENSMUSG00000094557,Rpl35a-ps7,0.299189096,0.099398139,0.104761532,0.308024776
ENSMUSG00000094558,Btbd35f11,0,0,0,0
ENSMUSG00000094559,Cyp2d34,0,0,0.023042964,0
ENSMUSG00000094560,A430089I19Rik,0,0,0,0
ENSMUSG00000094561,Ighv1-22,3.232384566,2.624819237,2.190145574,0.907564049
ENSMUSG00000094562,Trav13-4-dv7,1.366075063,0.337174792,0.281144819,0.68882392
ENSMUSG00000094566,Gm12620,0,0.00094002,0,0
ENSMUSG00000094568,Smarce1-ps1,0.032024347,0,0.02609057,0.033119917
ENSMUSG00000094569,Trbd2,0,0,0,0
ENSMUSG00000094570,Gm20931,0,0,0,0
ENSMUSG00000094574,Gm15027,0,0,0,0
ENSMUSG00000094575,Gm20738,0,0,0,0
ENSMUSG00000094576,AC087559.3,0,0,0,0
ENSMUSG00000094577,Samt1b,0,0,0,0
ENSMUSG00000094578,Gm3187,0,0,0.016030856,0
ENSMUSG00000094582,Gm7736,0,0,0,0
ENSMUSG00000094584,Ms4a18,0,0,0,0
ENSMUSG00000094586,Vmn1r41,0,0,0,0
ENSMUSG00000094588,Olfr898,0.433172313,0.888677036,0.511536815,0.457551747
ENSMUSG00000094589,Vmn1r118,0,0,0.006838421,0
ENSMUSG00000094590,Gm10251,0.015650632,0,0.037916282,0.048976066
ENSMUSG00000094592,Samt1d,0,0,0,0
ENSMUSG00000094594,Tpd52-ps,0.087852466,0.976075995,0.122218721,0
ENSMUSG00000094595,Fsbp,0.02763974,0.069750961,0.123961696,0.571623246
ENSMUSG00000094596,Btbd35f20,0,0,0,0
ENSMUSG00000094597,Gm4810,0,0,0,0
ENSMUSG00000094601,Gm5926,0,0,0,0
ENSMUSG00000094602,Vmn1r169,0.387538571,0.597162238,0.376050417,0.371374872
ENSMUSG00000094606,Vmn2r50,0,0,0,0
ENSMUSG00000094607,Trav12d-3,0.447588945,0.315855105,0.12362178,0.429359674
ENSMUSG00000094612,Olfr491,0,0,0,0
ENSMUSG00000094613,A630076J17Rik,0,0.014979574,0.027557393,0
ENSMUSG00000094615,Gm4899,0,0,0,0.026540244
ENSMUSG00000094616,Gm20888,0,0,0,0
ENSMUSG00000094618,Gm13271,0.164853898,0.250559025,0.233970835,0.320896997
ENSMUSG00000094619,Trav14d-3-dv8,12.98540065,11.72056666,7.497844007,6.881652941
ENSMUSG00000094622,Gm3055,4.578882633,3.975178166,4.630244566,5.657584833
ENSMUSG00000094623,Gm21737,0,0,0,0
ENSMUSG00000094624,Gm4836,0,0,0,0
ENSMUSG00000094626,Tmem121b,0.137586634,0.810822032,0.529581199,0.437295357
ENSMUSG00000094627,Gm10182,14.93823815,27.58393255,38.56104453,102.7874953
ENSMUSG00000094628,Gm3252,0,0,0,0
ENSMUSG00000094632,Gm10310,0.071904354,0.066264874,0.030955136,0.028690311
ENSMUSG00000094634,Gm3468,0.132113211,0.354899438,0.123356727,0.237392542
ENSMUSG00000094635,Gm7104,0,0,0,0
ENSMUSG00000094637,Vmn1r204,0,0,0,0
ENSMUSG00000094638,Gm21972,0,0,0.062895088,0.129626933
ENSMUSG00000094643,Gm8303,0,0,0,0
ENSMUSG00000094647,Gm21650,0,0,0,0
ENSMUSG00000094648,Gm13287,0.094829059,0,0,0.040632864
ENSMUSG00000094649,Gm7102,0.301560263,0.363914717,0.264936392,0.310722324
ENSMUSG00000094651,Gal3st2,0.010029794,0,0,0
ENSMUSG00000094652,Ighv1-42,2.034746373,0.583175769,1.830736323,1.540067053
ENSMUSG00000094658,Rbmy,0,0,0.005447455,0
ENSMUSG00000094660,Gm21394,0,0,4.89E-06,0
ENSMUSG00000094661,Ccl19,0,0,0,0
ENSMUSG00000094662,Defa36,0,0,0,0
ENSMUSG00000094664,Rpl35a-ps6,0.143235441,0.160560214,0.064365753,0.093549789
ENSMUSG00000094669,Olfr441,0.082237158,0.169051559,0.05039238,0.035180687
ENSMUSG00000094672,Vmn2r25,0.190964045,0.223074781,0.122080037,0.128796579
ENSMUSG00000094673,Olfr1354,0,0,0,0
ENSMUSG00000094676,Gm10105,0,0,0.171098234,0
ENSMUSG00000094678,Olfr857,0,0.015237356,0,0
ENSMUSG00000094679,Gm21721,0,0,0,0
ENSMUSG00000094680,Vmn1r121,0,0,0,0
ENSMUSG00000094682,Gm6902,0.342516151,0.240526697,0.110390744,0.137215685
ENSMUSG00000094683,Ap3m1-ps,0,0.041699634,0.015181564,0.103610795
ENSMUSG00000094684,Gm16456,0,0,0,0
ENSMUSG00000094685,Gm5900,0,0,0,0
ENSMUSG00000094686,Ccl21a,0.274916268,0,0.039601892,0
ENSMUSG00000094687,Defa25,0,0,0,0
ENSMUSG00000094689,Ighv1-81,3.008941881,0.456016942,0.637388706,0.908048147
ENSMUSG00000094690,1600014C23Rik,0,0,0,0
ENSMUSG00000094692,Olfr738,0,0,0,0
ENSMUSG00000094693,Gm4726,0,0,0,0
ENSMUSG00000094694,Ighv1-9,6.247798133,1.97922632,3.121296034,2.284907039
ENSMUSG00000094695,Gm21953,0,0.009013917,0,0
ENSMUSG00000094696,Gm6632,0,0,0,0
ENSMUSG00000094698,Gm14596,0,0,0,0
ENSMUSG00000094699,Gm28637,0,0,0,0
ENSMUSG00000094700,Vmn1r158,0,0,0,0
ENSMUSG00000094701,Olfr916,0.470144071,0.51911087,0.340686546,0.29474925
ENSMUSG00000094706,Gm10338,0,0,0,0
ENSMUSG00000094708,Gm10359,0.701916862,3.380865719,0,0
ENSMUSG00000094714,Gm16430,0,0,0,0
ENSMUSG00000094715,Gm17078,0,0,0,0
ENSMUSG00000094719,Gm5108,9.717060326,9.127210513,5.276575957,3.267269715
ENSMUSG00000094721,Olfr1462,0,0,0,0
ENSMUSG00000094722,AC125178.1,0,0,0,0
ENSMUSG00000094724,Rnaset2b,319.2274303,226.1507711,309.2495513,226.5383667
ENSMUSG00000094725,Gm15251,0,0,0,0
ENSMUSG00000094728,AC132444.2,0.36653076,0.285714157,0.363828164,0.318848244
ENSMUSG00000094729,Gm20747,0,0,0,0
ENSMUSG00000094733,Csta3,0,0,0,0
ENSMUSG00000094734,Olfr799,0,0,0,0
ENSMUSG00000094735,Vmn1r95,0,0,0.008512584,0
ENSMUSG00000094736,Gm4073,0,0,0,0
ENSMUSG00000094737,Gm17045,9.48E-05,0,0,0
ENSMUSG00000094739,Gm20806,0,0,4.89E-06,0
ENSMUSG00000094741,AC140325.2,0,0,0,0
ENSMUSG00000094743,Mup-ps7,0,0,0,0
ENSMUSG00000094745,Olfr954,0.615357879,0.71811871,0.458688241,0.645164163
ENSMUSG00000094746,Gm20916,0,0,0,0
ENSMUSG00000094747,Olfr1307,0.897795032,1.026536001,0.598352383,0.597533169
ENSMUSG00000094748,Vmn1r255,0,0,0,0
ENSMUSG00000094752,Vmn2r-ps129,0,0,0,0
ENSMUSG00000094755,Olfr1453,0,0,0,0
ENSMUSG00000094757,Vmn1r242,0,0,0.006838421,0
ENSMUSG00000094758,Trav13d-2,6.967869813,6.011447297,3.022288275,3.561721044
ENSMUSG00000094759,Gm10487,0,0,0,0
ENSMUSG00000094762,Gm10670,0,0,0,0
ENSMUSG00000094764,Olfr346,0.021802563,0.034266654,0.013569078,0.00711113
ENSMUSG00000094766,Trav7-4,23.62760676,29.85013169,24.83871972,18.22260262
ENSMUSG00000094767,Gm8402,0,0,0,0
ENSMUSG00000094772,Rpl29-ps2,0.152425289,0.4192175,0.192370351,0.332351127
ENSMUSG00000094773,Gm21812,0,0,0,0
ENSMUSG00000094775,Gm2759,0,0,0,0
ENSMUSG00000094777,Hist1h2ap,18.24607137,9.154255963,16.99874048,923.2048888
ENSMUSG00000094778,Olfr143,0.051181895,0.040280241,0.031757429,0.032937028
ENSMUSG00000094779,Trav13n-2,6.967869813,6.011447297,3.022288275,3.561721044
ENSMUSG00000094782,Gm21256,0,0,0,0
ENSMUSG00000094784,Gm8122,0,0,0,0
ENSMUSG00000094786,Gm14403,1.31943407,0.280151478,1.233416574,1.947518967
ENSMUSG00000094787,Ighv1-54,1.417074074,0.379856598,0.846742479,0.468726365
ENSMUSG00000094789,Gm28490,0,0,0,0
ENSMUSG00000094790,Gm6625,0,0.158368401,0,0.479020392
ENSMUSG00000094791,AC126035.1,0,0,0,0
ENSMUSG00000094792,Trav10d,7.124560264,6.055397033,4.742314284,3.878849327
ENSMUSG00000094793,Mup12,0,0,0,0
ENSMUSG00000094794,Gm6019,0,0,0,0
ENSMUSG00000094796,BC147527,31.66542722,4.881462673,8.978888098,9.325281549
ENSMUSG00000094797,Igkv6-15,8.13171837,4.501984886,5.606669089,2.23064057
ENSMUSG00000094799,AC125149.4,0,0,0,0
ENSMUSG00000094800,Gm9780,0.186574603,0.034624015,0.266872913,0.151492082
ENSMUSG00000094802,Samt1,0,0,0,0
ENSMUSG00000094804,Gm21977,0,0,0,0
ENSMUSG00000094805,Olfr311,0,0,0,0
ENSMUSG00000094806,Cyp2d10,0,0,0,0
ENSMUSG00000094808,1810009J06Rik,0,0,0.020697033,0
ENSMUSG00000094810,Olfr907,0.993055806,1.191320333,0.819076681,0.862464871
ENSMUSG00000094811,Gm21103,0,0,0,0
ENSMUSG00000094813,Gm20777,0,0,0,0
ENSMUSG00000094814,Gm21973,0,0,0,0
ENSMUSG00000094817,Cphx3,0.001243308,0,0.011110157,0
ENSMUSG00000094818,Defa32,0,0,0,0
ENSMUSG00000094819,Olfr53,0,0,0,0
ENSMUSG00000094821,Gm21518,0,0,0,0
ENSMUSG00000094822,Olfr243,0.908547101,1.257827659,0.596822939,0.624517421
ENSMUSG00000094825,Gm3194,0.151958166,0.338091469,0.226173349,0.261216472
ENSMUSG00000094827,Gm5327,0,0,0,0
ENSMUSG00000094828,Trav3-3,32.14059251,43.20916215,26.05771186,25.08284869
ENSMUSG00000094836,AC123873.3,0,0,0,0
ENSMUSG00000094838,Gm20828,0,0,0,0
ENSMUSG00000094840,Muc3a,0.082576061,0.099891068,0.031484009,0.066278211
ENSMUSG00000094843,Ppp1r2-ps1,0,0,0.016167873,0.015964507
ENSMUSG00000094845,Tmem95,0.055346964,0.061625914,0.142292721,0.335544126
ENSMUSG00000094846,Olfr1487,0.626460267,0.683441574,0.390733482,0.473525188
ENSMUSG00000094849,Vmn2r-ps18,0,0,0,0
ENSMUSG00000094852,Gm9034,0,0,0,0
ENSMUSG00000094854,Gm5334,0,0,0,0
ENSMUSG00000094855,AC133095.1,0,0,0,0
ENSMUSG00000094856,Gm21962,7.214044463,6.353089951,3.512101815,3.465030553
ENSMUSG00000094858,Olfr1297,0.2060903,0.221484434,0.108095066,0.142059746
ENSMUSG00000094860,Btbd35f27,0,0,0,0
ENSMUSG00000094861,Gm5072,0,0,0,0
ENSMUSG00000094862,Ighv1-56,1.126933137,0.103907213,0.467492775,0.906921362
ENSMUSG00000094865,Gm7426,0,0,0,0
ENSMUSG00000094870,Zfp131,33.23735568,70.86280643,41.25779474,40.68565154
ENSMUSG00000094872,Igkv9-120,3.452329368,0.783027007,0.959389917,0.896272418
ENSMUSG00000094873,Gm13812,0,0.013777078,0,0
ENSMUSG00000094874,AC132444.3,0,0,0,0
ENSMUSG00000094876,Btbd35f18,0,0,0,0
ENSMUSG00000094877,Trav3n-3,0.166268544,0.299664266,0.059492018,0.166507324
ENSMUSG00000094878,Olfr130,0.014612718,0.00922647,0.006600154,0.009616931
ENSMUSG00000094879,Vmn1r129,0,0,0,0
ENSMUSG00000094880,Gm11109,0.015650632,0,0,0
ENSMUSG00000094881,H2al2c,0,0,0,0
ENSMUSG00000094884,Olfr105-ps,0.142738914,0.15304601,0.073057998,0.080782648
ENSMUSG00000094885,Ott,0,0,0,0
ENSMUSG00000094886,Gm10784,0,0,0,0
ENSMUSG00000094887,AC163611.2,0,0,0,0
ENSMUSG00000094891,Olfr55,0.040539793,0.076950819,0.030825771,0.016410494
ENSMUSG00000094892,Vmn2r101,0.167378661,0.149429368,0.064210235,0.07282924
ENSMUSG00000094893,Gm4791,0.74408165,1.01221385,0.49894497,0.425519818
ENSMUSG00000094898,Vmn1r201,0.213517598,0.186542811,0.12867902,0.132443896
ENSMUSG00000094902,Igkv10-95,1.625668386,0.277348054,0,0.186195641
ENSMUSG00000094904,H2al1d,0,0.245387576,0.026290154,0.000790581
ENSMUSG00000094905,Vmn1r155,0,0,0,0
ENSMUSG00000094910,D430019H16Rik,0.387025147,0.239659427,0.12513518,0.185293872
ENSMUSG00000094911,Gm21921,0,0,0,0
ENSMUSG00000094913,Gm9507,0,0,0,0
ENSMUSG00000094914,Trav9d-2,4.423844743,3.427977684,3.244283418,2.836433499
ENSMUSG00000094915,AC168977.2,1.955908559,0.856515346,0.453681648,0.387539487
ENSMUSG00000094918,Gm8765,0,0,0,0
ENSMUSG00000094920,Gm6605,0,0,0,0
ENSMUSG00000094921,Vmn2r112,0.425456783,0.398976714,0.245740403,0.228131379
ENSMUSG00000094925,Gm5798,0,0,0,0
ENSMUSG00000094926,Gm16533,0,0.120452975,0.255226832,0.239361883
ENSMUSG00000094928,1700122O11Rik,0,0.025910696,0.010794553,0
ENSMUSG00000094929,Gm3526,0,0,0,0
ENSMUSG00000094930,Igkv6-25,1.630381401,0.523315218,1.136114285,0.842813915
ENSMUSG00000094931,Vmn1r160,0,0,0,0
ENSMUSG00000094932,Gm2007,0,0,0,0
ENSMUSG00000094934,Vmn1r163,0,0,0,0
ENSMUSG00000094935,Gm9726,0.739452202,1.398409534,2.38142425,2.068370056
ENSMUSG00000094936,Rbm4,55.99094338,76.22588979,62.05118236,59.32750042
ENSMUSG00000094939,Gm21773,0,0,0,0
ENSMUSG00000094940,Ighv1-84,0.099848291,0,0.081429796,0
ENSMUSG00000094941,Gm15093,0,0,0,0
ENSMUSG00000094942,Gm3604,2.473186831,1.509874449,3.436344392,6.789757466
ENSMUSG00000094945,Rhox4a2,0,0,0,0.019534937
ENSMUSG00000094948,Gm21286,0,0,0,0
ENSMUSG00000094950,Vmn2r66,3.201757059,6.655364189,6.420254859,4.569118862
ENSMUSG00000094951,Ighv5-6,1.454989323,0.466214451,0.629548707,0.520206005
ENSMUSG00000094954,Gm8011,0,0,0,0
ENSMUSG00000094955,Gm3699,0,0,0,0
ENSMUSG00000094957,Ighd5-5,0,0,0,0
ENSMUSG00000094958,3110021N24Rik,0.079608595,0.069325244,0.009805655,0.016904195
ENSMUSG00000094962,Gm21954,0,0,0,0
ENSMUSG00000094964,Gm15101,0,0,0,0
ENSMUSG00000094966,Trav9-2,1.24254474,0.923034672,0.289247336,0.514389707
ENSMUSG00000094967,Obox4-ps18,0,0,0,0
ENSMUSG00000094970,Olfr943,0.1908036,0.262166336,0.115512069,0.122830328
ENSMUSG00000094973,Eif4a3l1,0,0,0,0
ENSMUSG00000094974,Rps19-ps2,0.033201663,0.112506254,0.084650898,0.151258767
ENSMUSG00000094975,Gm14595,0,0,0,0
ENSMUSG00000094978,Scgb1b20,0,0,0,0
ENSMUSG00000094981,Vmn1r251,0,0,0,0
ENSMUSG00000094985,Topaz1,0,0,0.002550632,0
ENSMUSG00000094986,Olfr1454,0.368416588,0.376293276,0.25830404,0.171920007
ENSMUSG00000094989,Rpl9-ps4,0.27533029,0,0,0.428017811
ENSMUSG00000094992,Fbxw25,0,0,0,0
ENSMUSG00000094993,Igkv4-51,0.518043213,0.069616144,0.209809097,0.071425268
ENSMUSG00000094995,Pate3,0,0.063735278,0.01091533,0.01208812
ENSMUSG00000095002,Olfr798,0.131324275,0.057709371,0.033110525,0.041502456
ENSMUSG00000095007,Igkv12-41,4.575884216,1.533491758,0.558366234,0.558586923
ENSMUSG00000095011,Gm20838,0,0,0,0
ENSMUSG00000095015,Gm16434,0,0,0,0
ENSMUSG00000095017,Rps12-ps15,0.031699101,0,0.030796437,0.032261252
ENSMUSG00000095019,AC234645.1,0,0,0,0
ENSMUSG00000095022,Gm20765,0,0,0,0
ENSMUSG00000095024,Gm5458,0,0,0,0
ENSMUSG00000095026,Gm3336,0.070036168,0.133874042,0.075030904,0.065678283
ENSMUSG00000095028,Sirpb1b,0.322530484,0.134204389,0.054990992,0.106573788
ENSMUSG00000095029,Gm36079,0,0,0.113903684,0
ENSMUSG00000095030,Olfr1513,0,0,0.004609241,0
ENSMUSG00000095032,Gm21310,0,0,0,0
ENSMUSG00000095040,1700001J03Rik,0.902637614,0.583854753,0.363921592,0.476059649
ENSMUSG00000095041,AC149090.1,51.58337303,40.47101373,33.16197991,35.05158719
ENSMUSG00000095042,Gm12537,0,0,0.131350834,0.261091962
ENSMUSG00000095044,Gm6401,0,0,0,0
ENSMUSG00000095048,Gm11239,0,0,0,0
ENSMUSG00000095049,Gm21756,0,0,0,0
ENSMUSG00000095054,Gm13146,0.248177993,0.118135064,0.290113108,0.355305535
ENSMUSG00000095056,Gm3159,0,0,0,0
ENSMUSG00000095057,Zfp353-ps,0,0,0,0
ENSMUSG00000095061,E030018B13Rik,8.098967099,6.688151211,3.259286612,3.395817834
ENSMUSG00000095063,Slx,0,0,0,0
ENSMUSG00000095064,Vmn1r135,0,0,0,0
ENSMUSG00000095065,Gm5947,0,0,0,0
ENSMUSG00000095066,Defa20,0,0,0,0
ENSMUSG00000095071,AF067061,0.186677306,0.069951563,0,0
ENSMUSG00000095074,Gm3139,0.019410178,0.028916085,0.006388824,0.019065764
ENSMUSG00000095075,Olfr782,0.025527822,0.021318717,0.007378407,0.044084383
ENSMUSG00000095076,AC125178.2,0,0,0,0
ENSMUSG00000095078,Gm5866,0,0,0,0
ENSMUSG00000095079,Igha,12.45750894,3.404077399,1.793923373,0.537590048
ENSMUSG00000095081,Vmn1r257,0,0,0.006838421,0
ENSMUSG00000095082,Gm15091,0,0,0,0
ENSMUSG00000095088,Trav11d,0,0,0,0.864685586
ENSMUSG00000095089,Gm7408,0,0,0,0
ENSMUSG00000095092,AC125149.5,0,0,0,0
ENSMUSG00000095093,Vmn2r111,0.208904106,0.212723337,0.169814474,0.159974359
ENSMUSG00000095095,Olfr385,0,0,0,0.018198807
ENSMUSG00000095096,Vmn2r-ps17,0,0,0,0
ENSMUSG00000095098,Ccdc85b,2.971076848,4.630382631,4.001810864,3.905550831
ENSMUSG00000095101,Gm13285,2.258349271,1.472239002,2.078082945,1.988881477
ENSMUSG00000095103,Gm21171,0,0,0,0
ENSMUSG00000095104,Esp15,0,0,0,0
ENSMUSG00000095105,Edaradd,0.323676392,0.109602944,0.089514312,0.055017415
ENSMUSG00000095107,Vmn2r-ps10,0,0,0,0
ENSMUSG00000095113,Gm3633,0,0,0,0
ENSMUSG00000095115,Itpripl2,0.935811951,0.42018715,0.515254015,0.457062243
ENSMUSG00000095117,Ighv8-9,0.42093475,0,0.330301619,0.263208916
ENSMUSG00000095125,Vmn1r198,0.346625265,0.433308148,0.222774465,0.322392519
ENSMUSG00000095126,Trav6-7-dv9,6.018190061,6.153277483,4.051931461,3.707712545
ENSMUSG00000095127,Ighv1-82,4.13047144,2.462841161,2.215505278,1.489549625
ENSMUSG00000095128,Gm5709,0.06232608,0.041793939,0.012856835,0.055753184
ENSMUSG00000095130,Ighv1-39,1.249452977,1.272648192,1.019258002,0.363219259
ENSMUSG00000095134,Mid1-ps1,1.363442353,0.850272116,0.728143686,0.582364135
ENSMUSG00000095135,Gm21858,0,0,0,0
ENSMUSG00000095136,Gm12616,0,0,0,0
ENSMUSG00000095137,Rps12-ps17,0.008126322,0,0.030530026,0.031386142
ENSMUSG00000095138,Olfr781,0,0,0,0
ENSMUSG00000095139,Pou3f2,0.14654606,0.202332994,0.149683183,0.098069719
ENSMUSG00000095141,Gm28891,0,0,0,0
ENSMUSG00000095143,Hsd3b4,0,0,0,0
ENSMUSG00000095148,Gm20873,0,0,0,0
ENSMUSG00000095150,Rps19-ps13,0,0,0,0
ENSMUSG00000095152,Gm3657,0,0,0,0
ENSMUSG00000095153,Gm21095,0,0,0,0
ENSMUSG00000095156,Olfr1281,0.023212165,0.005800218,0.017863513,0.011976429
ENSMUSG00000095159,Tubb4b-ps1,0.013402652,0.018263939,0.037532523,0.039118624
ENSMUSG00000095163,Vmn1r138,0,0,0,0
ENSMUSG00000095168,Gm4795,0,0,0,0
ENSMUSG00000095170,Ighv8-11,0,0.130337063,0,0
ENSMUSG00000095171,Taar7b,0,0,0,0
ENSMUSG00000095172,Gm20822,0,0,0,0
ENSMUSG00000095179,Gm21638,0,0,0,0
ENSMUSG00000095180,Rhox5,0,0,0,0
ENSMUSG00000095185,Vmn1r-ps75,0,0,0,0
ENSMUSG00000095186,Gm10718,0.608001419,6.968988935,46.61853576,4.600113241
ENSMUSG00000095187,Olfr1381,0.168413635,0.251001304,0.107242912,0.080976227
ENSMUSG00000095189,Olfr1472,0,0,0,0
